Gene	SRR8667903
ENSRNA049439906	0
ENSRNA049439930	0
ENSRNA049439960	0
ENSRNA049439979	0
ENSRNA049440013	0
ENSRNA049440057	0
ENSRNA049440146	0
ENSRNA049440162	0
ENSRNA049440261	0
ENSRNA049440270	0
ENSRNA049440295	0
ENSRNA049440309	0
ENSRNA049440351	0
ENSRNA049440379	0
ENSRNA049440390	0
ENSRNA049440399	0
ENSRNA049440479	0
ENSRNA049440486	0
ENSRNA049440508	0
ENSRNA049440533	0
ENSRNA049440557	0
ENSRNA049440581	0
ENSRNA049440638	0
ENSRNA049440673	0
ENSRNA049440702	0
ENSRNA049440721	0
ENSRNA049440906	0
ENSRNA049440959	0
ENSRNA049440979	0
ENSRNA049440998	0
ENSRNA049441053	0
ENSRNA049441065	0
ENSRNA049441085	0
ENSRNA049441098	0
ENSRNA049441121	0
ENSRNA049441130	0
ENSRNA049441138	0
ENSRNA049441196	0
ENSRNA049441255	0
ENSRNA049441289	0
ENSRNA049441327	0
ENSRNA049441438	0
ENSRNA049441490	0
ENSRNA049441507	0
ENSRNA049441585	0
ENSRNA049441601	0
ENSRNA049441618	0
ENSRNA049441639	0
ENSRNA049441711	0
ENSRNA049441734	0
ENSRNA049441756	0
ENSRNA049441805	0
ENSRNA049441925	0
ENSRNA049441989	0
ENSRNA049441997	0
ENSRNA049442037	0
ENSRNA049442066	0
ENSRNA049442081	0
ENSRNA049442115	0
ENSRNA049442126	0
ENSRNA049442138	0
ENSRNA049442156	0
ENSRNA049442187	0
ENSRNA049442200	0
ENSRNA049442324	0
ENSRNA049442339	0
ENSRNA049442373	0
ENSRNA049442413	0
ENSRNA049442421	0
ENSRNA049442463	0
ENSRNA049442481	0
ENSRNA049442498	0
ENSRNA049442516	0
ENSRNA049442539	0
ENSRNA049442567	0
ENSRNA049442577	0
ENSRNA049442647	0
ENSRNA049442663	0
ENSRNA049442678	0
ENSRNA049442699	0
ENSRNA049442771	0
ENSRNA049442880	0
ENSRNA049442929	0
ENSRNA049442964	0
ENSRNA049443052	0
ENSRNA049443062	0
ENSRNA049443107	0
ENSRNA049443133	0
ENSRNA049443167	0
ENSRNA049443235	0
ENSRNA049443244	0
ENSRNA049443258	0
ENSRNA049443269	0
ENSRNA049443288	0
ENSRNA049443316	0
ENSRNA049443353	0
ENSRNA049443369	0
ENSRNA049443400	0
ENSRNA049443413	0
ENSRNA049443429	0
ENSRNA049443446	0
ENSRNA049443496	0
ENSRNA049443540	0
ENSRNA049443582	0
ENSRNA049443595	0
ENSRNA049443630	0
ENSRNA049443666	0
ENSRNA049443684	0
ENSRNA049443705	0
ENSRNA049443719	0
ENSRNA049443727	0
ENSRNA049443757	0
ENSRNA049443801	0
ENSRNA049443808	0
ENSRNA049443858	0
ENSRNA049443870	0
ENSRNA049443882	0
ENSRNA049443893	0
ENSRNA049443943	0
ENSRNA049443970	0
ENSRNA049443991	0
ENSRNA049444003	0
ENSRNA049444033	0
ENSRNA049444042	0
ENSRNA049444059	0
ENSRNA049444086	0
ENSRNA049444114	0
ENSRNA049444126	0
ENSRNA049444134	0
ENSRNA049444139	0
ENSRNA049444170	0
ENSRNA049444201	0
ENSRNA049444213	0
ENSRNA049444222	0
ENSRNA049444240	0
ENSRNA049444273	1
ENSRNA049444312	0
ENSRNA049444321	0
ENSRNA049444337	0
ENSRNA049444394	0
ENSRNA049444410	0
ENSRNA049444424	0
ENSRNA049444438	0
ENSRNA049444482	0
ENSRNA049444492	0
ENSRNA049444495	0
ENSRNA049444525	0
ENSRNA049444535	0
ENSRNA049444649	0
ENSRNA049444730	0
ENSRNA049444765	0
ENSRNA049444774	0
ENSRNA049444810	0
ENSRNA049444859	0
ENSRNA049444870	0
ENSRNA049444878	0
ENSRNA049444884	0
ENSRNA049444892	0
ENSRNA049444932	0
ENSRNA049444940	0
ENSRNA049444968	0
ENSRNA049444972	0
ENSRNA049444986	0
ENSRNA049445015	0
ENSRNA049445021	0
ENSRNA049445049	0
ENSRNA049445071	0
ENSRNA049445084	0
ENSRNA049445101	0
ENSRNA049445116	0
ENSRNA049445133	0
ENSRNA049445147	0
ENSRNA049445158	0
ENSRNA049445168	0
ENSRNA049445185	0
ENSRNA049445195	0
ENSRNA049445201	0
ENSRNA049445211	0
ENSRNA049445222	0
ENSRNA049445250	0
ENSRNA049445318	0
ENSRNA049445322	0
ENSRNA049445365	0
ENSRNA049445379	0
ENSRNA049445397	0
ENSRNA049445413	0
ENSRNA049445423	0
ENSRNA049445458	0
ENSRNA049445483	0
ENSRNA049445531	0
ENSRNA049445545	0
ENSRNA049445553	0
ENSRNA049445555	0
ENSRNA049445567	0
ENSRNA049445575	0
ENSRNA049445582	0
ENSRNA049445597	0
ENSRNA049445621	0
ENSRNA049445628	0
ENSRNA049445643	0
ENSRNA049445659	0
ENSRNA049445666	0
ENSRNA049445675	0
ENSRNA049445707	0
ENSRNA049445711	0
ENSRNA049445717	0
ENSRNA049445726	0
ENSRNA049445739	0
ENSRNA049445747	0
ENSRNA049445760	0
ENSRNA049445782	0
ENSRNA049445789	0
ENSRNA049445792	0
ENSRNA049445806	0
ENSRNA049445817	0
ENSRNA049445828	0
ENSRNA049445837	0
ENSRNA049445841	0
ENSRNA049445848	0
ENSRNA049445862	0
ENSRNA049445944	0
ENSRNA049445954	0
ENSRNA049445974	0
ENSRNA049445990	0
ENSRNA049446004	0
ENSRNA049463750	0
ENSRNA049463764	0
ENSRNA049463778	0
ENSRNA049465492	0
ENSRNA049465688	0
ENSRNA049465890	0
ENSRNA049468565	0
ENSRNA049468575	1
ENSRNA049468584	0
ENSRNA049468628	0
ENSRNA049468671	0
ENSRNA049468679	0
ENSRNA049468691	0
ENSRNA049468729	0
ENSRNA049468737	0
ENSRNA049468746	0
ENSRNA049468784	0
ENSRNA049468822	0
ENSRNA049468921	0
ENSRNA049468928	0
ENSRNA049468934	0
ENSRNA049468937	0
ENSRNA049468953	0
ENSRNA049468963	0
ENSRNA049468970	4
ENSRNA049469007	1
ENSRNA049469020	0
ENSRNA049469036	0
ENSRNA049469047	0
ENSRNA049469069	0
ENSRNA049469080	0
ENSRNA049469087	0
ENSRNA049469191	0
ENSRNA049469198	0
ENSRNA049469210	0
ENSRNA049469435	0
ENSRNA049469461	0
ENSRNA049470424	0
ENSRNA049470435	0
ENSRNA049470481	0
ENSRNA049470492	0
ENSRNA049470939	83
ENSRNA049471137	6
ENSRNA049471256	0
ENSRNA049471265	0
ENSRNA049471439	0
ENSRNA049471443	1
ENSRNA049471447	0
ENSRNA049471449	0
ENSRNA049471462	0
ENSRNA049471473	0
ENSRNA049471490	0
ENSRNA049471493	0
ENSRNA049471516	0
ENSRNA049471531	4
ENSRNA049471537	0
ENSRNA049471543	0
ENSRNA049471549	0
ENSRNA049471574	0
ENSRNA049471594	0
ENSRNA049471601	1
ENSRNA049471625	1
ENSRNA049471702	3
ENSRNA049471705	3
ENSRNA049471714	1
ENSRNA049472582	0
ENSRNA049474108	0
ENSRNA049474184	1
ENSRNA049474930	0
ENSRNA049475008	0
ENSRNA049475647	0
ENSRNA049475729	0
ENSRNA049476474	1
ENSRNA049476476	1
ENSRNA049476483	0
ENSRNA049476932	0
ENSRNA049476934	2
ENSRNA049476938	0
ENSRNA049476949	0
ENSRNA049476953	0
ENSRNA049476979	0
ENSRNA049476982	0
ENSRNA049476990	0
ENSRNA049476998	0
ENSRNA049477009	0
ENSRNA049478533	0
ENSRNA049478834	0
ENSRNA049478842	0
ENSRNA049478845	0
ENSRNA049478851	0
ENSRNA049478859	0
ENSRNA049478863	0
ENSRNA049478870	0
ENSRNA049478879	0
ENSRNA049478883	0
ENSRNA049478892	16
ENSRNA049478902	0
ENSRNA049478906	0
ENSRNA049478914	0
ENSRNA049478920	2
ENSRNA049478922	0
ENSRNA049478932	0
ENSRNA049478934	1
ENSRNA049478940	0
ENSRNA049478943	0
ENSRNA049478964	0
ENSRNA049478967	0
ENSRNA049478972	0
ENSRNA049478976	0
ENSRNA049478978	0
ENSRNA049478980	0
ENSRNA049478984	0
ENSRNA049478988	0
ENSRNA049478990	0
ENSRNA049478991	0
ENSRNA049478998	0
ENSRNA049479001	0
ENSRNA049479005	0
ENSRNA049479008	0
ENSRNA049479010	0
ENSRNA049479015	0
ENSRNA049479017	0
ENSRNA049479019	0
ENSRNA049479023	0
ENSRNA049479026	0
ENSRNA049479030	0
ENSRNA049479032	0
ENSRNA049479034	0
ENSRNA049479038	0
ENSRNA049479042	0
ENSRNA049479046	0
ENSRNA049479049	0
ENSRNA049479056	0
ENSRNA049479058	0
ENSRNA049479062	0
ENSRNA049479064	0
ENSRNA049479070	0
ENSRNA049479073	0
ENSRNA049479076	0
ENSRNA049479080	0
ENSRNA049479083	0
ENSRNA049479086	0
ENSRNA049479095	0
ENSRNA049479100	0
ENSRNA049479103	0
ENSRNA049479108	0
ENSRNA049479111	0
ENSRNA049479117	0
ENSRNA049479121	0
ENSRNA049479124	0
ENSRNA049479128	0
ENSRNA049479133	0
ENSRNA049479138	0
ENSRNA049479142	0
ENSRNA049479146	0
ENSRNA049479149	0
ENSRNA049479154	0
ENSRNA049479161	0
ENSRNA049479165	0
ENSRNA049479171	0
ENSRNA049479172	0
ENSRNA049479180	0
ENSRNA049479182	0
ENSRNA049479189	0
ENSRNA049479193	0
ENSRNA049479195	0
ENSRNA049479198	0
ENSRNA049479200	0
ENSRNA049479206	0
ENSRNA049479208	0
ENSRNA049479212	0
ENSRNA049479215	0
ENSRNA049479216	0
ENSRNA049479220	0
ENSRNA049479224	0
ENSRNA049479227	0
ENSRNA049479229	0
ENSRNA049479232	0
ENSRNA049479236	0
ENSRNA049479240	0
ENSRNA049479241	0
ENSRNA049479245	0
ENSRNA049479249	0
ENSRNA049479252	0
ENSRNA049479256	0
ENSRNA049479260	0
ENSRNA049479263	0
ENSRNA049479265	0
ENSRNA049479267	0
ENSRNA049479268	0
ENSRNA049479272	0
ENSRNA049479274	0
ENSRNA049479277	0
ENSRNA049479281	0
ENSRNA049479285	0
ENSRNA049479291	0
ENSRNA049479295	0
ENSRNA049479300	0
ENSRNA049479304	0
ENSRNA049479306	0
ENSRNA049479308	0
ENSRNA049479314	0
ENSRNA049479319	0
ENSRNA049479320	0
ENSRNA049479323	0
ENSRNA049479326	0
ENSRNA049479329	0
ENSRNA049479332	0
ENSRNA049479335	0
ENSRNA049479337	0
ENSRNA049479340	0
ENSRNA049479342	0
ENSRNA049479346	0
ENSRNA049479349	0
ENSRNA049479355	0
ENSRNA049479360	0
ENSRNA049479364	0
ENSRNA049479371	0
ENSRNA049479376	0
ENSRNA049479378	0
ENSRNA049479382	0
ENSRNA049479386	0
ENSRNA049479388	0
ENSRNA049479393	0
ENSRNA049479397	0
ENSRNA049479399	0
ENSRNA049479405	0
ENSRNA049479407	0
ENSRNA049479412	0
ENSRNA049479418	0
ENSRNA049479420	0
ENSRNA049479425	0
ENSRNA049479427	0
ENSRNA049479431	0
ENSRNA049479433	0
ENSRNA049479438	0
ENSRNA049479441	0
ENSRNA049479444	0
ENSRNA049479446	0
ENSRNA049479450	0
ENSRNA049479454	0
ENSRNA049479458	0
ENSRNA049479462	0
ENSRNA049479468	0
ENSRNA049479472	0
ENSRNA049479477	0
ENSRNA049479482	0
ENSRNA049479484	0
ENSRNA049479487	0
ENSRNA049479490	0
ENSRNA049479493	0
ENSRNA049479497	0
ENSRNA049479500	0
ENSRNA049479502	0
ENSRNA049479504	0
ENSRNA049479507	0
ENSRNA049479510	0
ENSRNA049479513	0
ENSRNA049479517	0
ENSRNA049479519	0
ENSRNA049479521	0
ENSRNA049479524	0
ENSRNA049479528	0
ENSRNA049479533	0
ENSRNA049479535	0
ENSRNA049479538	0
ENSRNA049479542	0
ENSRNA049479545	0
ENSRNA049479547	0
ENSRNA049479551	0
ENSRNA049479553	0
ENSRNA049479555	0
ENSRNA049479558	0
ENSRNA049479561	0
ENSRNA049479565	0
ENSRNA049479570	0
ENSRNA049479576	0
ENSRNA049479577	0
ENSRNA049479580	0
ENSRNA049479582	0
ENSRNA049479586	0
ENSRNA049479587	0
ENSRNA049479594	0
ENSRNA049479597	0
ENSRNA049479599	0
ENSRNA049479603	0
ENSRNA049479606	0
ENSRNA049479610	0
ENSRNA049479613	0
ENSRNA049479617	0
ENSRNA049479619	0
ENSRNA049479621	0
ENSRNA049479625	0
ENSRNA049479628	0
ENSRNA049479631	0
ENSRNA049479636	0
ENSRNA049479638	0
ENSRNA049479640	0
ENSRNA049479644	0
ENSRNA049479646	0
ENSRNA049479648	0
ENSRNA049479652	0
ENSRNA049479654	0
ENSRNA049479656	0
ENSRNA049479661	0
ENSRNA049479668	0
ENSRNA049479671	0
ENSRNA049479677	0
ENSRNA049479681	0
ENSRNA049479687	0
ENSRNA049479691	0
ENSRNA049479694	0
ENSRNA049479697	0
ENSRNA049479704	0
ENSRNA049479706	0
ENSRNA049479710	0
ENSRNA049479714	0
ENSRNA049479718	0
ENSRNA049479720	0
ENSRNA049479723	0
ENSRNA049479726	0
ENSRNA049479727	0
ENSRNA049479732	0
ENSRNA049479735	0
ENSRNA049479741	0
ENSRNA049479743	0
ENSRNA049479746	0
ENSRNA049479749	0
ENSRNA049479752	0
ENSRNA049479757	0
ENSRNA049479762	0
ENSRNA049479766	0
ENSRNA049479769	0
ENSRNA049479771	0
ENSRNA049479775	0
ENSRNA049479779	0
ENSRNA049479782	0
ENSRNA049479786	0
ENSRNA049479787	0
ENSRNA049479791	0
ENSRNA049479792	0
ENSRNA049479794	0
ENSRNA049479797	0
ENSRNA049479799	0
ENSRNA049479802	0
ENSRNA049479805	0
ENSRNA049479807	0
ENSRNA049479811	0
ENSRNA049479813	0
ENSRNA049479815	0
ENSRNA049479818	0
ENSRNA049479824	0
ENSRNA049479826	0
ENSRNA049479830	0
ENSRNA049479833	0
ENSRNA049479834	0
ENSRNA049479836	0
ENSRNA049479841	0
ENSRNA049479846	0
ENSRNA049479851	0
ENSRNA049479857	0
ENSRNA049479860	0
ENSRNA049479862	0
ENSRNA049479866	0
ENSRNA049479872	0
ENSRNA049479876	0
ENSRNA049479878	0
ENSRNA049479882	0
ENSRNA049479887	0
ENSRNA049479893	0
ENSRNA049479897	0
ENSRNA049479903	0
ENSRNA049479906	0
ENSRNA049479911	0
ENSRNA049479914	0
ENSRNA049479923	0
ENSRNA049479927	0
ENSRNA049479930	0
ENSRNA049479933	0
ENSRNA049479936	0
ENSRNA049479938	0
ENSRNA049479939	0
ENSRNA049479941	0
ENSRNA049479943	1
ENSRNA049479945	0
ENSRNA049479948	0
ENSRNA049479975	0
ENSRNA049479980	3
ENSRNA049479993	0
ENSRNA049479997	1
ENSRNA049480000	1
ENSRNA049480017	5
ENSRNA049480023	0
ENSRNA049480024	0
ENSRNA049480026	0
ENSRNA049480030	0
ENSRNA049480032	0
ENSRNA049480033	0
ENSRNA049480035	0
ENSRNA049480036	0
ENSRNA049480037	0
ENSRNA049480042	0
ENSRNA049480044	0
ENSRNA049480045	1
ENSRNA049480047	0
ENSRNA049480049	0
ENSRNA049480057	0
ENSRNA049480064	0
ENSRNA049480238	0
ENSRNA049480240	0
ENSRNA049480247	0
ENSRNA049480282	0
ENSRNA049480359	0
ENSRNA049480363	2
ENSRNA049480365	0
ENSRNA049480369	0
ENSRNA049480373	0
ENSRNA049480375	0
ENSRNA049480377	0
ENSRNA049480378	0
ENSRNA049480382	0
ENSRNA049480385	0
ENSRNA049480389	0
ENSRNA049480402	0
ENSRNA049480419	0
ENSRNA049480636	0
ENSRNA049480640	0
ENSRNA049480641	0
ENSRNA049480644	0
ENSRNA049480657	0
ENSRNA049480663	0
ENSRNA049480666	0
ENSRNA049480667	0
ENSRNA049480671	0
ENSRNA049480677	0
ENSRNA049480679	0
ENSRNA049480683	0
ENSRNA049480685	0
ENSRNA049480687	0
ENSRNA049480688	5
ENSRNA049480690	6
ENSRNA049480693	20
ENSRNA049480696	2
ENSRNA049480697	0
ENSRNA049480699	4
ENSRNA049480702	0
ENSRNA049480706	0
ENSRNA049480709	5
ENSRNA049480714	0
ENSRNA049480719	1
ENSRNA049480722	0
ENSRNA049480725	0
ENSRNA049480731	0
ENSRNA049480741	0
ENSRNA049480743	0
ENSRNA049480746	4
ENSRNA049480751	0
ENSRNA049480754	0
ENSRNA049480759	0
ENSRNA049480852	0
ENSRNA049480996	0
ENSRNA049480997	0
ENSRNA049481000	0
ENSRNA049481001	0
ENSRNA049481022	0
ENSRNA049481031	0
ENSRNA049481042	0
ENSRNA049481149	0
ENSRNA049481201	1
ENSRNA049481221	0
ENSRNA049481225	0
ENSRNA049481226	0
ENSRNA049481228	0
ENSRNA049481231	0
ENSRNA049481233	4
ENSRNA049481235	0
ENSRNA049481238	0
ENSRNA049481241	6
ENSRNA049481245	24
ENSRNA049481249	14
ENSRNA049481252	4
ENSRNA049481255	0
ENSRNA049481258	5
ENSRNA049481261	0
ENSRNA049481265	2
ENSRNA049481266	0
ENSRNA049481273	0
ENSRNA049481276	0
ENSRNA049481278	0
ENSRNA049481281	0
ENSRNA049481294	0
ENSRNA049481298	0
ENSRNA049481313	0
ENSRNA049481316	0
ENSRNA049481324	5
ENSRNA049481330	0
ENSRNA049481332	0
ENSRNA049481335	0
ENSRNA049481338	0
ENSRNA049481340	0
ENSRNA049481344	0
ENSRNA049481349	1
ENSRNA049481350	0
ENSRNA049481352	0
ENSRNA049481354	0
ENSRNA049481629	0
ENSRNA049481630	0
ENSRNA049481632	0
ENSRNA049481634	0
ENSRNA049481637	0
ENSRNA049481639	0
ENSRNA049481642	0
ENSRNA049481645	0
ENSRNA049481650	0
ENSRNA049481654	0
ENSRNA049481658	0
ENSRNA049481660	0
ENSRNA049481667	0
ENSRNA049481680	1
ENSRNA049481687	1
ENSRNA049481692	0
ENSRNA049481703	0
ENSRNA049481706	0
ENSRNA049481712	0
ENSRNA049481741	0
ENSRNA049481743	0
ENSRNA049481744	0
ENSRNA049481746	0
ENSRNA049481758	0
ENSRNA049481768	1
ENSRNA049481950	0
ENSRNA049481951	0
ENSRNA049481954	0
ENSRNA049481958	0
ENSRNA049481960	0
ENSRNA049481965	0
ENSRNA049481966	0
ENSRNA049481968	0
ENSRNA049481970	0
ENSRNA049481978	0
ENSRNA049481982	0
ENSRNA049481984	0
ENSRNA049481987	0
ENSRNA049481990	0
ENSRNA049481992	0
ENSRNA049481995	0
ENSRNA049481998	0
ENSRNA049481999	0
ENSRNA049482002	0
ENSRNA049482006	0
ENSRNA049482008	0
ENSRNA049482013	0
ENSRNA049482015	0
ENSRNA049482020	0
ENSRNA049482026	0
ENSRNA049482054	0
ENSRNA049482062	0
ENSRNA049482413	1
ENSRNA049482417	0
ENSRNA049482419	0
ENSRNA049482421	0
ENSRNA049482424	2
ENSRNA049482425	0
ENSRNA049482429	1
ENSRNA049482432	0
ENSRNA049482436	0
ENSRNA049482440	0
ENSRNA049482445	0
ENSRNA049482448	0
ENSRNA049482451	0
ENSRNA049482453	0
ENSRNA049482456	1
ENSRNA049482457	0
ENSRNA049482464	0
ENSRNA049482466	0
ENSRNA049482469	0
ENSRNA049482471	0
ENSRNA049482476	0
ENSRNA049482478	1
ENSRNA049482483	0
ENSRNA049482484	0
ENSRNA049482514	1
ENSRNA049482525	1
ENSRNA049482538	0
ENSRNA049482541	0
ENSRNA049482790	0
ENSRNA049482791	0
ENSRNA049482792	0
ENSRNA049482797	0
ENSRNA049482800	0
ENSRNA049482900	0
ENSRNA049483096	0
ENSRNA049483104	1
ENSRNA049483105	1
ENSRNA049483107	0
ENSRNA049483108	0
ENSRNA049483111	0
ENSRNA049483115	0
ENSRNA049483118	22
ENSRNA049483120	0
ENSRNA049483126	0
ENSRNA049483129	0
ENSRNA049483131	0
ENSRNA049483138	0
ENSRNA049483144	0
ENSRNA049483146	0
ENSRNA049483152	0
ENSRNA049483158	1
ENSRNA049483161	0
ENSRNA049483174	0
ENSRNA049483177	0
ENSRNA049483182	0
ENSRNA049483185	0
ENSRNA049483194	0
ENSRNA049483199	1
ENSRNA049483200	0
ENSRNA049483202	0
ENSRNA049483205	0
ENSRNA049483207	0
ENSRNA049483441	0
ENSRNA049483575	0
ENSRNA049483576	0
ENSRNA049483578	0
ENSRNA049483580	0
ENSRNA049483582	0
ENSRNA049483584	0
ENSRNA049483588	0
ENSRNA049483591	0
ENSRNA049483594	1
ENSRNA049483596	0
ENSRNA049483597	0
ENSRNA049483598	0
ENSRNA049483600	0
ENSRNA049483602	0
ENSRNA049483603	0
ENSRNA049483605	0
ENSRNA049483607	0
ENSRNA049483609	0
ENSRNA049483611	0
ENSRNA049483612	0
ENSRNA049483615	0
ENSRNA049483618	0
ENSRNA049483619	0
ENSRNA049483622	0
ENSRNA049483624	0
ENSRNA049483625	0
ENSRNA049483626	0
ENSRNA049483627	0
ENSRNA049483628	0
ENSRNA049483629	0
ENSRNA049483632	0
ENSRNA049483635	0
ENSRNA049483637	0
ENSRNA049483639	0
ENSRNA049483640	0
ENSRNA049483650	2
ENSRNA049483653	0
ENSRNA049483655	5
ENSRNA049483658	0
ENSRNA049483659	1
ENSRNA049483660	1
ENSRNA049483662	1
ENSRNA049483664	0
ENSRNA049483666	0
ENSRNA049483667	0
ENSRNA049483670	0
ENSRNA049483671	0
ENSRNA049483674	0
ENSRNA049483675	0
ENSRNA049483677	0
ENSRNA049483678	0
ENSRNA049483679	0
ENSRNA049483680	0
ENSRNA049483681	0
ENSRNA049483683	0
ENSRNA049483684	2
ENSRNA049483688	0
ENSRNA049483690	1
ENSRNA049483692	2
ENSRNA049483695	0
ENSRNA049483697	0
ENSRNA049483698	3
ENSRNA049483706	0
ENSRNA049483710	0
ENSRNA049483713	0
ENSRNA049483717	0
ENSRNA049483719	1
ENSRNA049483720	0
ENSRNA049483723	0
ENSRNA049483725	0
ENSRNA049483727	2
ENSRNA049483729	0
ENSRNA049483730	2
ENSRNA049483731	0
ENSRNA049483739	0
ENSRNA049483744	0
ENSRNA049483746	0
ENSRNA049483749	1
ENSRNA049483752	0
ENSRNA049483754	0
ENSRNA049483755	5
ENSRNA049483759	0
ENSRNA049483763	0
ENSRNA049483767	0
ENSRNA049483773	0
ENSRNA049483775	2
ENSRNA049483777	0
ENSRNA049483780	0
ENSRNA049483783	0
ENSRNA049483787	0
ENSRNA049483793	0
ENSRNA049483794	0
ENSRNA049483796	0
ENSRNA049483819	0
ENSRNA049483820	0
ENSRNA049483822	0
ENSRNA049483927	0
ENSRNA049484243	0
ENSRNA049484246	0
ENSRNA049484263	0
ENSRNA049484264	0
ENSRNA049484277	0
ENSRNA049484279	0
ENSRNA049484288	0
ENSRNA049484293	0
ENSRNA049484440	0
ENSRNA049484442	0
ENSRNA049484443	0
ENSRNA049484445	0
ENSRNA049484446	0
ENSRNA049484447	0
ENSRNA049484449	0
ENSRNA049484450	0
ENSRNA049484452	0
ENSRNA049484453	0
ENSRNA049484455	1
ENSRNA049484456	0
ENSRNA049484459	0
ENSRNA049484461	0
ENSRNA049484464	0
ENSRNA049484467	4
ENSRNA049484470	1
ENSRNA049484472	0
ENSRNA049484480	1
ENSRNA049484481	0
ENSRNA049484482	0
ENSRNA049484485	1
ENSRNA049484489	2
ENSRNA049484490	0
ENSRNA049484491	1
ENSRNA049484496	0
ENSRNA049484545	0
ENSRNA049484547	0
ENSRNA049484548	0
ENSRNA049484551	0
ENSRNA049484553	0
ENSRNA049484554	0
ENSRNA049484555	0
ENSRNA049484557	0
ENSRNA049484559	0
ENSRNA049484560	0
ENSRNA049484563	0
ENSRNA049484566	0
ENSRNA049484567	0
ENSRNA049484570	0
ENSRNA049484573	0
ENSRNA049484576	0
ENSRNA049484579	0
ENSRNA049484582	0
ENSRNA049484584	0
ENSRNA049484585	0
ENSRNA049484587	0
ENSRNA049484589	11
ENSRNA049484591	2
ENSRNA049484592	1
ENSRNA049484593	0
ENSRNA049484594	4
ENSRNA049484595	0
ENSRNA049484596	0
ENSRNA049484598	0
ENSRNA049484599	0
ENSRNA049484600	0
ENSRNA049484601	0
ENSRNA049484602	0
ENSRNA049484603	0
ENSRNA049484604	0
ENSRNA049484607	0
ENSRNA049484608	0
ENSRNA049484610	0
ENSRNA049484611	0
ENSRNA049484612	0
ENSRNA049484614	0
ENSRNA049484615	0
ENSRNA049484616	0
ENSRNA049484617	0
ENSRNA049484618	0
ENSRNA049484620	0
ENSRNA049484623	0
ENSRNA049484626	0
ENSRNA049484628	0
ENSRNA049484630	0
ENSRNA049484632	0
ENSRNA049484633	0
ENSRNA049484637	0
ENSRNA049484638	0
ENSRNA049484640	1
ENSRNA049484642	0
ENSRNA049484834	0
ENSRNA049484836	0
ENSRNA049484839	3
ENSRNA049484841	0
ENSRNA049484842	0
ENSRNA049484850	0
ENSRNA049484853	0
ENSRNA049484864	0
ENSRNA049484865	0
ENSRNA049484867	0
ENSRNA049484868	1
ENSRNA049484875	0
ENSRNA049484883	0
ENSRNA049484896	0
ENSRNA049484939	0
ENSRNA049484952	0
ENSRNA049485356	1
ENSRNA049485358	0
ENSRNA049485359	0
ENSRNA049485360	4
ENSRNA049485361	0
ENSRNA049485363	0
ENSRNA049485365	0
ENSRNA049485366	0
ENSRNA049485368	1
ENSRNA049485371	0
ENSRNA049485374	0
ENSRNA049485376	0
ENSRNA049485377	0
ENSRNA049485378	0
ENSRNA049485379	1
ENSRNA049485380	0
ENSRNA049485381	1
